Date_Time,Author,Title,URL
19 октября 20:28,Павел Левкович,Тренер «Динамо» Кудашов — о матче КХЛ с «Торпедо»: «Арбитр извинился за первое удаление Уила в третьем периоде»,https://matchtv.ru/hockey/matchtvnews_NI2122463_Trener_Dinamo_Kudashov__o_matche_KKhL_s_Torpedo_Arbitr_izvinilsa_za_pervoje_udalenije_Uila_v_tretjem_periode
19 октября 19:51,Автор не известен,Московское «Динамо» в серии буллитов победило «Торпедо» в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2122443_Moskovskoje_Dinamo_v_serii_bullitov_pobedilo_Torpedo_v_matche_KKhL
19 октября 19:50,Никита Максимов,"Щитов считает, что рекорд Шипачева по количеству матчей в КХЛ вряд ли будет побит в ближайшие 10 лет",https://matchtv.ru/hockey/matchtvnews_NI2122442_Shhitov_schitajet_chto_rekord_Shipacheva_po_kolichestvu_matchej_v_KKhL_vrad_li_budet_pobit_v_blizhajshije_10_let
19 октября 19:29,Автор не известен,Вадим Шипачев повторил рекорд Сергея Мозякина по набранным очкам в КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2122431_Vadim_Shipachev_povtoril_rekord_Sergeja_Mozakina_po_nabrannym_ochkam_v_KKhL
19 октября 19:17,Автор не известен,«Локомотив» обыграл «Барыс» в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2122405_Lokomotiv_obygral_Barys_v_matche_KKhL
19 октября 18:47,Автор не известен,"Спортивный директор «Металлурга» Бирюков рассказал, как выстраивается его общение с Разиным",https://matchtv.ru/hockey/matchtvnews_NI2122375_Sportivnyj_direktor_Metallurga_Birukov_rasskazal_kak_vystraivajetsa_jego_obshhenije_s_Razinym
19 октября 18:36,Павел Лысенков,"Агент Шипачева — о рекорде игрока: «Главное, что в его душе до сих пор горит огонь и он очень любит хоккей»",https://matchtv.ru/hockey/matchtvnews_NI2122352_Agent_Shipacheva__o_rekorde_igroka_Glavnoje_chto_v_jego_dushe_do_sih_por_gorit_ogon_i_on_ochen_lubit_khokkej
19 октября 18:32,Автор не известен,Хоккеист «Торпедо» Конюшков: «Хочется привезти Кубок Гагарина в Нижний Новгород»,https://matchtv.ru/hockey/matchtvnews_NI2122347_Hokkeist_Torpedo_Konushkov_Khochetsa_privezti_Kubok_Gagarina_v_Nizhnij_Novgorod
19 октября 17:41,Автор не известен,"«Торпедо» стало играть ответственнее в обороне, но наш атакующий стиль никуда не делся» — хоккеист Конюшков",https://matchtv.ru/hockey/matchtvnews_NI2122285_Torpedo_stalo_igrat_otvetstvenneje_v_oborone_no_nash_atakujushhij_stil_nikuda_ne_delsa__khokkeist_Konushkov
19 октября 17:35,Андрей Ирха,"Тренер «Сибири»: «Мы готовились к матчу в холодном дворце. Физически одаренные игроки менялись через 30 секунд, они задыхались»",https://matchtv.ru/hockey/matchtvnews_NI2122245_Trener_Sibiri_My_gotovilis_k_matchu_v_kholodnom_dvorce_Fizicheski_odarennyje_igroki_menalis_cherez_30_sekund_oni_zadyhalis
